SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
L&TINFRA, N3, 08-Jan-2018, 972.10, 970.00, 999.00, 970.00, 999.00, 999.00, 974.71, 85, 0.83, 7, 75, 88.24
L&TINFRA, N4, 08-Jan-2018, 1615.00, 1607.40, 1625.00, 1607.01, 1625.00, 1624.37, 1618.30, 161, 2.61, 13, 132, 81.99
L&TINFRA, N5, 08-Jan-2018, 1045.01, 1040.00, 1045.00, 1038.05, 1042.00, 1042.00, 1041.26, 109, 1.13, 10, 109, 100.00
L&TINFRA, N6, 08-Jan-2018, 1685.00, 1670.10, 1685.00, 1670.00, 1685.00, 1685.00, 1682.47, 306, 5.15, 22, 306, 100.00
LAKPRE, EQ, 08-Jan-2018, 52.15, 53.00, 59.70, 53.00, 56.70, 56.95, 57.38, 166858, 95.74, 1254, 98320, 58.92
LAKSHMIEFL, BE, 08-Jan-2018, 34.30, 34.95, 35.50, 32.75, 33.80, 33.80, 34.27, 198780, 68.13, 720, -, -
LAKSHVILAS, EQ, 08-Jan-2018, 148.60, 149.70, 149.70, 146.90, 147.50, 147.60, 147.86, 491329, 726.50, 3580, 206031, 41.93
LALPATHLAB, EQ, 08-Jan-2018, 899.00, 899.00, 903.85, 888.95, 898.05, 896.20, 895.28, 569485, 5098.47, 7173, 543231, 95.39
LAMBODHARA, EQ, 08-Jan-2018, 76.60, 78.00, 79.70, 75.70, 76.35, 76.40, 76.89, 24079, 18.52, 292, 15879, 65.95
LAOPALA, EQ, 08-Jan-2018, 630.15, 634.00, 640.95, 612.20, 619.90, 624.30, 624.68, 11671, 72.91, 1017, 6270, 53.72
LASA, BE, 08-Jan-2018, 200.45, 203.95, 204.00, 190.45, 190.45, 190.45, 191.41, 122022, 233.57, 729, -, -
LAURUSLABS, EQ, 08-Jan-2018, 551.45, 556.40, 565.00, 555.30, 561.00, 561.00, 561.41, 129540, 727.24, 3510, 82830, 63.94
LAXMIMACH, EQ, 08-Jan-2018, 6508.25, 6549.00, 6619.00, 6425.00, 6510.00, 6492.00, 6507.82, 12656, 823.63, 2476, 8767, 69.27
LCCINFOTEC, BE, 08-Jan-2018, 1.10, 1.15, 1.15, 1.15, 1.15, 1.15, 1.15, 87330, 1.00, 34, -, -
LEEL, EQ, 08-Jan-2018, 286.40, 293.85, 297.00, 290.00, 292.05, 293.65, 293.11, 261202, 765.61, 2981, 174837, 66.94
LEXUS, SM, 08-Jan-2018, 129.00, 126.00, 130.10, 126.00, 130.10, 130.10, 128.01, 24000, 30.72, 8, 18000, 75.00
LFIC, BE, 08-Jan-2018, 93.30, 97.95, 97.95, 88.70, 97.95, 97.95, 97.34, 2392, 2.33, 18, -, -
LGBBROSLTD, EQ, 08-Jan-2018, 1104.25, 1120.70, 1120.70, 1075.00, 1100.00, 1104.80, 1099.11, 4856, 53.37, 394, 3826, 78.79
LGBFORGE, BE, 08-Jan-2018, 3.50, 3.50, 3.65, 3.35, 3.35, 3.35, 3.45, 18451, 0.64, 20, -, -
LIBAS, SM, 08-Jan-2018, 135.00, 147.40, 147.40, 137.00, 137.00, 137.00, 142.20, 4000, 5.69, 2, 4000, 100.00
LIBERTSHOE, EQ, 08-Jan-2018, 265.10, 267.00, 268.50, 261.00, 263.00, 263.10, 263.81, 32358, 85.36, 877, 17428, 53.86
LICHSGFIN, EQ, 08-Jan-2018, 571.25, 575.40, 586.00, 572.25, 583.65, 583.90, 580.02, 3167043, 18369.53, 44622, 1810181, 57.16
LICNETFGSC, EQ, 08-Jan-2018, 16.25, 16.30, 16.75, 15.45, 16.55, 16.55, 16.57, 11909, 1.97, 14, 10418, 87.48
LICNETFN50, EQ, 08-Jan-2018, 105.51, 106.00, 108.00, 106.00, 106.00, 106.00, 106.50, 8, 0.01, 4, 7, 87.50
LICNETFSEN, EQ, 08-Jan-2018, 331.70, 326.00, 348.00, 326.00, 334.10, 334.10, 336.05, 555, 1.87, 13, 14, 2.52
LICNFNHGP, EQ, 08-Jan-2018, 104.02, 107.00, 107.00, 104.50, 104.50, 104.50, 104.93, 140, 0.15, 6, 140, 100.00
LINCOLN, EQ, 08-Jan-2018, 231.80, 231.85, 236.95, 230.10, 231.15, 231.35, 233.56, 49858, 116.45, 865, 27275, 54.71
LINCPEN, EQ, 08-Jan-2018, 507.00, 521.00, 532.50, 494.75, 519.00, 520.75, 517.44, 276724, 1431.88, 6153, 108257, 39.12
LINDEINDIA, EQ, 08-Jan-2018, 555.05, 560.00, 564.90, 547.00, 560.90, 558.10, 558.31, 36814, 205.53, 1333, 23632, 64.19
LIQUIDBEES, EQ, 08-Jan-2018, 1000.00, 999.99, 1000.01, 999.99, 1000.01, 999.99, 1000.00, 796668, 7966.66, 4120, 680460, 85.41
LITL, BE, 08-Jan-2018, 1.60, 1.65, 1.65, 1.65, 1.65, 1.65, 1.65, 809722, 13.36, 219, -, -
LML, BE, 08-Jan-2018, 9.85, 9.70, 10.20, 9.70, 9.90, 10.00, 9.96, 183429, 18.27, 384, -, -
LOKESHMACH, EQ, 08-Jan-2018, 78.90, 79.85, 80.40, 77.85, 78.50, 78.45, 79.00, 252688, 199.62, 1852, 136941, 54.19
LOTUSEYE, BE, 08-Jan-2018, 31.45, 31.80, 32.00, 31.10, 31.60, 31.65, 31.60, 14410, 4.55, 57, -, -
LOVABLE, EQ, 08-Jan-2018, 241.70, 243.80, 243.80, 241.00, 241.35, 241.55, 242.27, 65031, 157.55, 1228, 34815, 53.54
LOWVOLIWIN, EQ, 08-Jan-2018, 82.31, 82.77, 82.77, 82.77, 82.77, 82.77, 82.77, 35, 0.03, 1, 35, 100.00
LPDC, BE, 08-Jan-2018, 5.30, 5.25, 5.40, 5.10, 5.30, 5.30, 5.28, 36953, 1.95, 67, -, -
LSIL, BE, 08-Jan-2018, 2.90, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 51911, 1.56, 55, -, -
LT, EQ, 08-Jan-2018, 1314.90, 1316.50, 1345.95, 1316.50, 1335.00, 1338.25, 1334.54, 3513256, 46885.86, 105523, 2241135, 63.79
LTI, EQ, 08-Jan-2018, 1108.50, 1138.75, 1138.75, 1110.00, 1114.00, 1118.05, 1118.59, 43365, 485.08, 2974, 31515, 72.67
LTTS, EQ, 08-Jan-2018, 1128.25, 1128.00, 1136.90, 1105.00, 1107.00, 1111.35, 1115.40, 16613, 185.30, 1997, 10143, 61.05
LUMAXIND, EQ, 08-Jan-2018, 2132.85, 2164.75, 2164.75, 2102.90, 2115.00, 2119.05, 2138.72, 5090, 108.86, 308, 4571, 89.80
LUMAXTECH, EQ, 08-Jan-2018, 837.95, 814.00, 845.00, 814.00, 831.00, 831.60, 834.80, 8240, 68.79, 378, 5275, 64.02
LUPIN, EQ, 08-Jan-2018, 900.15, 906.40, 927.00, 905.00, 922.50, 923.30, 920.94, 3798830, 34985.12, 73889, 1983555, 52.21
LUXIND, EQ, 08-Jan-2018, 1521.25, 1527.70, 1559.90, 1521.80, 1548.25, 1544.35, 1545.30, 63375, 979.33, 1037, 46316, 73.08
LYCOS, EQ, 08-Jan-2018, 5.95, 6.20, 6.75, 6.05, 6.70, 6.65, 6.49, 9583295, 621.55, 5076, 4991853, 52.09
LYKALABS, EQ, 08-Jan-2018, 75.60, 77.10, 81.50, 76.00, 78.40, 77.95, 79.25, 2401208, 1902.98, 16308, 897629, 37.38
LYPSAGEMS, EQ, 08-Jan-2018, 39.10, 39.80, 40.50, 38.80, 39.10, 39.05, 39.38, 725339, 285.65, 2454, 455936, 62.86
M&M, EQ, 08-Jan-2018, 756.35, 757.05, 760.00, 756.55, 760.00, 759.90, 758.74, 2309604, 17523.82, 36787, 1896147, 82.10
M&MFIN, EQ, 08-Jan-2018, 484.30, 485.00, 494.95, 483.05, 491.00, 491.65, 489.62, 1580169, 7736.87, 34801, 747676, 47.32
M&MFIN, N3, 08-Jan-2018, 1170.00, 1159.00, 1159.00, 1159.00, 1159.00, 1159.00, 1159.00, 110, 1.27, 3, 110, 100.00
M100, EQ, 08-Jan-2018, 22.56, 22.80, 22.90, 22.49, 22.90, 22.77, 22.65, 18164, 4.11, 104, 15654, 86.18
M50, EQ, 08-Jan-2018, 100.10, 101.30, 101.30, 100.05, 100.80, 100.61, 100.82, 1762, 1.78, 35, 1183, 67.14
MAANALU, EQ, 08-Jan-2018, 159.55, 163.50, 164.80, 150.45, 155.50, 154.90, 154.95, 81208, 125.83, 1389, 46467, 57.22
MADHAV, EQ, 08-Jan-2018, 79.00, 82.40, 86.00, 81.00, 81.70, 81.90, 82.68, 283630, 234.51, 2931, 117206, 41.32
MADHUCON, EQ, 08-Jan-2018, 36.55, 36.85, 39.70, 34.55, 38.20, 38.25, 38.51, 1661787, 640.02, 5555, 845792, 50.90
MADRASFERT, EQ, 08-Jan-2018, 50.75, 50.80, 51.45, 49.55, 50.00, 50.00, 50.32, 442859, 222.86, 2545, 253990, 57.35
MAGADSUGAR, EQ, 08-Jan-2018, 173.00, 174.00, 177.55, 170.20, 172.40, 173.30, 173.31, 7166, 12.42, 122, 4881, 68.11
MAGMA, EQ, 08-Jan-2018, 172.25, 174.35, 174.35, 166.00, 166.80, 167.20, 168.52, 122676, 206.74, 1339, 101929, 83.09
MAGNUM, EQ, 08-Jan-2018, 14.95, 15.30, 15.30, 14.30, 14.60, 14.55, 14.64, 191702, 28.06, 515, 113959, 59.45
MAHABANK, EQ, 08-Jan-2018, 23.65, 23.70, 23.90, 23.50, 23.50, 23.55, 23.64, 745829, 176.35, 1810, 536226, 71.90
MAHASTEEL, EQ, 08-Jan-2018, 81.55, 81.55, 93.70, 81.15, 92.00, 92.30, 89.11, 282548, 251.78, 2542, 142507, 50.44
MAHESHWARI, SM, 08-Jan-2018, 206.70, 207.00, 207.00, 196.40, 196.40, 196.40, 198.76, 35000, 69.57, 35, 29000, 82.86
MAHINDCIE, EQ, 08-Jan-2018, 253.85, 255.65, 257.80, 253.00, 256.00, 255.20, 255.13, 339624, 866.49, 5767, 252189, 74.26
MAHLIFE, EQ, 08-Jan-2018, 459.60, 462.40, 463.00, 456.50, 459.00, 458.30, 459.77, 34936, 160.62, 1411, 22826, 65.34
MAHLOG, EQ, 08-Jan-2018, 450.35, 455.00, 465.45, 451.70, 461.00, 463.20, 457.03, 297501, 1359.67, 6899, 224326, 75.40
MAHSCOOTER, EQ, 08-Jan-2018, 2853.95, 2899.00, 2920.00, 2850.00, 2870.00, 2883.15, 2877.98, 7431, 213.86, 652, 5592, 75.25
MAHSEAMLES, EQ, 08-Jan-2018, 538.65, 539.70, 545.45, 531.60, 540.10, 541.10, 540.39, 99226, 536.21, 3282, 66991, 67.51
MAITHANALL, EQ, 08-Jan-2018, 819.90, 828.00, 903.00, 821.00, 892.90, 883.95, 857.57, 403030, 3456.28, 9075, 248590, 61.68
MAJESCO, EQ, 08-Jan-2018, 515.30, 516.00, 521.05, 508.00, 509.90, 509.30, 511.98, 38534, 197.29, 1182, 24701, 64.10
MALUPAPER, EQ, 08-Jan-2018, 46.55, 46.25, 48.35, 46.10, 46.75, 47.00, 47.20, 140258, 66.21, 1214, 73964, 52.73
MANAKALUCO, EQ, 08-Jan-2018, 15.85, 16.60, 16.60, 16.00, 16.40, 16.15, 16.42, 115962, 19.05, 297, 84827, 73.15
MANAKCOAT, EQ, 08-Jan-2018, 21.95, 22.60, 23.40, 21.65, 21.95, 21.90, 22.47, 119331, 26.81, 504, 86676, 72.63
MANAKSIA, EQ, 08-Jan-2018, 73.10, 74.50, 78.70, 73.45, 76.75, 76.05, 75.71, 87290, 66.09, 977, 62881, 72.04
MANAKSTEEL, BE, 08-Jan-2018, 40.25, 41.00, 42.25, 41.00, 42.25, 42.25, 42.05, 164276, 69.08, 1024, -, -
MANALIPETC, EQ, 08-Jan-2018, 42.65, 43.30, 43.85, 42.30, 42.60, 42.50, 42.96, 1137513, 488.73, 3765, 542409, 47.68
MANAPPURAM, EQ, 08-Jan-2018, 120.00, 122.00, 126.40, 121.50, 123.90, 123.90, 124.34, 10939386, 13602.17, 48011, 3270561, 29.90
MANAV, SM, 08-Jan-2018, 21.10, 20.50, 20.50, 20.50, 20.50, 20.50, 20.50, 8000, 1.64, 2, 8000, 100.00
MANDHANA, BE, 08-Jan-2018, 9.40, 9.85, 9.85, 9.30, 9.65, 9.60, 9.59, 198285, 19.02, 287, -, -
MANGALAM, EQ, 08-Jan-2018, 209.30, 212.90, 213.65, 210.05, 212.05, 211.85, 211.90, 97067, 205.68, 1770, 59231, 61.02
MANGCHEFER, EQ, 08-Jan-2018, 81.00, 81.00, 81.80, 79.80, 79.80, 80.05, 80.50, 308737, 248.55, 1528, 225371, 73.00
MANGLMCEM, EQ, 08-Jan-2018, 403.75, 405.00, 415.05, 402.00, 412.00, 412.60, 411.20, 50101, 206.02, 1249, 30740, 61.36
MANGTIMBER, BE, 08-Jan-2018, 42.95, 43.30, 44.25, 42.00, 43.00, 42.70, 43.22, 23875, 10.32, 158, -, -
MANINDS, EQ, 08-Jan-2018, 147.60, 148.05, 149.90, 143.75, 149.00, 149.05, 147.42, 486553, 717.27, 3517, 248869, 51.15
MANINFRA, EQ, 08-Jan-2018, 71.90, 72.65, 72.70, 70.20, 71.00, 70.80, 71.57, 1023731, 732.66, 3972, 575868, 56.25
MANPASAND, EQ, 08-Jan-2018, 485.75, 487.60, 498.00, 478.10, 486.00, 484.00, 487.68, 76374, 372.46, 3094, 23185, 30.36
MANUGRAPH, EQ, 08-Jan-2018, 62.80, 62.80, 63.05, 60.60, 61.50, 61.30, 61.53, 54917, 33.79, 260, 40353, 73.48
MARALOVER, EQ, 08-Jan-2018, 52.45, 53.00, 55.00, 51.50, 52.75, 53.10, 53.17, 77097, 40.99, 638, 43243, 56.09
MARATHON, EQ, 08-Jan-2018, 622.70, 634.95, 655.00, 623.00, 639.00, 644.15, 644.77, 17741, 114.39, 688, 8905, 50.19
MARICO, EQ, 08-Jan-2018, 326.95, 328.00, 328.00, 322.15, 323.00, 323.15, 324.88, 1294585, 4205.81, 22790, 385231, 29.76
MARKSANS, EQ, 08-Jan-2018, 41.75, 42.25, 44.90, 42.20, 44.15, 44.20, 43.54, 12625773, 5497.62, 30413, 5059550, 40.07
MARUTI, EQ, 08-Jan-2018, 9433.85, 9488.00, 9495.00, 9425.00, 9432.00, 9448.95, 9454.08, 294549, 27846.91, 49765, 144447, 49.04
MASFIN, EQ, 08-Jan-2018, 609.20, 610.80, 619.60, 610.80, 611.00, 612.00, 615.64, 18480, 113.77, 749, 11451, 61.96
MASKINVEST, BE, 08-Jan-2018, 48.80, 51.20, 51.20, 51.20, 51.20, 51.20, 51.20, 1, 0.00, 1, -, -
MASTEK, EQ, 08-Jan-2018, 384.35, 390.00, 396.00, 387.35, 393.50, 392.50, 392.08, 252666, 990.66, 7014, 133707, 52.92
MATRIMONY, EQ, 08-Jan-2018, 922.60, 930.95, 930.95, 915.65, 916.50, 920.25, 920.73, 1510, 13.90, 253, 1061, 70.26
MAWANASUG, EQ, 08-Jan-2018, 80.55, 80.80, 82.50, 80.30, 80.55, 80.70, 81.17, 378348, 307.12, 2599, 204486, 54.05
MAXINDIA, EQ, 08-Jan-2018, 123.55, 124.00, 124.45, 120.00, 121.00, 120.45, 121.92, 445862, 543.57, 5931, 375012, 84.11
MAXVIL, EQ, 08-Jan-2018, 94.30, 94.50, 96.30, 91.40, 93.10, 93.15, 93.41, 191689, 179.07, 1677, 110237, 57.51
MAYURUNIQ, EQ, 08-Jan-2018, 525.35, 525.35, 544.00, 524.90, 540.00, 536.60, 535.63, 87517, 468.77, 2478, 63544, 72.61
MAZDA, EQ, 08-Jan-2018, 454.10, 455.00, 471.90, 437.55, 463.00, 462.40, 462.32, 137009, 633.41, 1995, 83965, 61.28
MBAPL, SM, 08-Jan-2018, 59.60, 59.30, 59.30, 59.00, 59.00, 59.00, 59.15, 6000, 3.55, 2, 6000, 100.00
MBECL, BE, 08-Jan-2018, 59.45, 59.95, 62.40, 59.95, 62.40, 62.40, 61.57, 144035, 88.68, 240, -, -
MBLINFRA, BE, 08-Jan-2018, 29.20, 30.00, 30.45, 27.75, 29.80, 30.00, 28.76, 419869, 120.76, 836, -, -
MCDHOLDING, EQ, 08-Jan-2018, 53.95, 53.95, 54.15, 50.20, 51.30, 51.20, 51.24, 414204, 212.24, 3348, 173384, 41.86
MCDOWELL-N, EQ, 08-Jan-2018, 3953.25, 3983.00, 3983.00, 3896.10, 3909.00, 3923.50, 3928.95, 327714, 12875.71, 19650, 56497, 17.24
MCL, SM, 08-Jan-2018, 277.05, 272.00, 272.00, 270.00, 271.00, 271.00, 271.00, 4000, 10.84, 5, 2400, 60.00
MCLEODRUSS, EQ, 08-Jan-2018, 191.20, 193.00, 202.00, 192.10, 196.20, 197.20, 197.34, 668012, 1318.23, 9293, 292457, 43.78
MCX, EQ, 08-Jan-2018, 919.15, 924.40, 954.00, 921.00, 951.95, 950.50, 941.64, 742779, 6994.29, 22061, 307870, 41.45
MEGASOFT, BE, 08-Jan-2018, 16.50, 15.70, 16.00, 15.70, 15.70, 15.70, 15.70, 82856, 13.01, 90, -, -
MEGH, EQ, 08-Jan-2018, 120.95, 121.00, 122.30, 116.75, 120.20, 120.20, 119.64, 3303737, 3952.74, 19370, 1170546, 35.43
MELSTAR, BE, 08-Jan-2018, 3.20, 3.10, 3.10, 3.05, 3.05, 3.05, 3.05, 324, 0.01, 6, -, -
MENONBE, EQ, 08-Jan-2018, 106.55, 108.00, 123.75, 108.00, 115.50, 117.50, 118.62, 1403390, 1664.70, 12342, 482290, 34.37
MEP, EQ, 08-Jan-2018, 97.65, 98.00, 102.95, 98.00, 99.75, 99.95, 100.73, 1438738, 1449.23, 8167, 660780, 45.93
MERCATOR, EQ, 08-Jan-2018, 43.05, 43.05, 44.10, 42.30, 43.50, 43.10, 43.21, 4808638, 2077.87, 11483, 2444940, 50.84
MERCK, EQ, 08-Jan-2018, 1346.45, 1359.85, 1370.00, 1340.15, 1345.00, 1348.90, 1348.61, 11265, 151.92, 587, 9854, 87.47
METALFORGE, BE, 08-Jan-2018, 39.40, 40.80, 41.00, 38.90, 39.70, 39.60, 40.05, 33811, 13.54, 318, -, -
METKORE, EQ, 08-Jan-2018, 3.45, 3.35, 3.55, 3.35, 3.45, 3.45, 3.45, 67980, 2.35, 90, 63654, 93.64
MFSL, EQ, 08-Jan-2018, 588.90, 588.90, 598.00, 585.60, 589.75, 588.50, 589.10, 480514, 2830.72, 18904, 282178, 58.72
MGL, EQ, 08-Jan-2018, 1098.00, 1091.90, 1110.20, 1091.90, 1098.00, 1097.80, 1101.09, 226669, 2495.83, 13541, 46897, 20.69
MHRIL, EQ, 08-Jan-2018, 359.05, 362.65, 376.80, 362.65, 372.60, 372.60, 369.19, 206868, 763.73, 5657, 114492, 55.35
MIC, BE, 08-Jan-2018, 9.40, 9.45, 9.60, 9.35, 9.35, 9.40, 9.47, 281395, 26.64, 417, -, -
MIDCAPIWIN, EQ, 08-Jan-2018, 78.99, 79.00, 79.69, 79.00, 79.65, 79.67, 79.53, 5541, 4.41, 53, 4864, 87.78
MINDACORP, EQ, 08-Jan-2018, 213.85, 213.90, 219.00, 213.90, 215.10, 215.40, 216.55, 351926, 762.10, 4430, 184263, 52.36
MINDAIND, EQ, 08-Jan-2018, 1270.70, 1277.60, 1309.95, 1264.00, 1270.60, 1268.65, 1282.62, 80507, 1032.60, 4080, 37146, 46.14
MINDTECK, EQ, 08-Jan-2018, 76.10, 79.00, 79.00, 75.45, 75.90, 75.95, 75.95, 31255, 23.74, 371, 22557, 72.17
MINDTREE, EQ, 08-Jan-2018, 602.30, 602.50, 643.20, 602.50, 633.00, 632.65, 630.79, 1802300, 11368.66, 39526, 394511, 21.89
MIRCELECTR, EQ, 08-Jan-2018, 55.85, 56.80, 57.10, 55.10, 55.40, 55.35, 55.88, 559742, 312.79, 2502, 329204, 58.81
MIRZAINT, EQ, 08-Jan-2018, 161.35, 161.55, 162.70, 159.95, 161.50, 161.10, 161.33, 436107, 703.59, 2245, 337896, 77.48
MITCON, SM, 08-Jan-2018, 77.00, 73.30, 78.00, 73.30, 78.00, 78.00, 75.65, 4000, 3.03, 2, 4000, 100.00
MKPL, SM, 08-Jan-2018, 82.00, 82.50, 82.70, 82.30, 82.70, 82.70, 82.48, 8000, 6.60, 4, 6000, 75.00
MMFL, EQ, 08-Jan-2018, 1178.45, 1188.95, 1188.95, 1155.10, 1162.00, 1160.10, 1165.86, 3277, 38.21, 372, 2153, 65.70
MMTC, EQ, 08-Jan-2018, 70.85, 71.10, 71.90, 70.25, 70.35, 70.55, 71.00, 2151961, 1527.87, 7940, 1104182, 51.31
MOHITIND, EQ, 08-Jan-2018, 57.55, 59.00, 61.60, 58.00, 60.95, 60.85, 60.57, 1291051, 782.04, 7260, 403441, 31.25
MOHOTAIND, EQ, 08-Jan-2018, 395.95, 396.05, 402.70, 396.00, 400.00, 400.00, 400.00, 11063, 44.25, 219, 8990, 81.26
MOIL, EQ, 08-Jan-2018, 245.40, 247.00, 258.40, 247.00, 255.30, 256.10, 253.00, 1451698, 3672.83, 23110, 760275, 52.37
MOKSH, SM, 08-Jan-2018, 53.05, 54.00, 54.75, 50.55, 52.00, 51.90, 52.13, 282000, 146.99, 88, 180000, 63.83
MOLDTECH, BE, 08-Jan-2018, 75.10, 74.00, 77.00, 74.00, 77.00, 76.75, 75.29, 27659, 20.82, 113, -, -
MOLDTKPAC, EQ, 08-Jan-2018, 328.90, 330.00, 335.00, 323.60, 331.00, 331.45, 329.24, 59762, 196.76, 1475, 50333, 84.22
MONNETISPA, EQ, 08-Jan-2018, 33.55, 33.90, 34.40, 32.85, 33.05, 32.95, 33.93, 6941244, 2354.99, 5982, 5271983, 75.95
MONSANTO, EQ, 08-Jan-2018, 2499.85, 2524.75, 2622.55, 2500.60, 2594.00, 2589.15, 2574.00, 38864, 1000.36, 2973, 23758, 61.13
MONTECARLO, EQ, 08-Jan-2018, 606.80, 611.65, 613.90, 605.00, 611.60, 610.85, 609.68, 19903, 121.35, 604, 11224, 56.39
MORARJEE, EQ, 08-Jan-2018, 56.35, 56.80, 61.00, 56.05, 57.50, 57.90, 58.79, 152127, 89.44, 1398, 64887, 42.65
MOREPENLAB, EQ, 08-Jan-2018, 37.40, 37.40, 38.80, 37.00, 37.85, 37.90, 37.98, 2501366, 949.95, 6782, 1165663, 46.60
MOSERBAER, EQ, 08-Jan-2018, 6.10, 6.25, 6.75, 6.00, 6.45, 6.45, 6.41, 6285473, 402.81, 5109, 2621980, 41.71
MOTHERSUMI, EQ, 08-Jan-2018, 381.00, 382.95, 385.65, 381.30, 383.50, 383.75, 383.56, 1731940, 6643.08, 32125, 1163413, 67.17
MOTILALOFS, EQ, 08-Jan-2018, 1576.15, 1580.00, 1588.40, 1548.00, 1557.25, 1558.05, 1561.01, 93122, 1453.65, 12997, 57700, 61.96
MOTOGENFIN, EQ, 08-Jan-2018, 40.25, 40.45, 40.45, 38.80, 39.95, 39.60, 39.28, 2660, 1.04, 69, 908, 34.14
MPHASIS, EQ, 08-Jan-2018, 714.00, 710.90, 724.70, 710.90, 715.00, 715.60, 717.81, 170912, 1226.82, 7934, 136280, 79.74
MPSLTD, EQ, 08-Jan-2018, 658.10, 672.00, 672.00, 650.00, 651.00, 651.55, 655.94, 15427, 101.19, 704, 11924, 77.29
MPTODAY, SM, 08-Jan-2018, 156.45, 167.00, 174.00, 158.10, 170.00, 169.60, 167.04, 148000, 247.21, 72, 66000, 44.59
MRF, EQ, 08-Jan-2018, 72905.90, 72900.00, 73570.00, 72286.95, 72600.00, 72610.50, 73014.75, 6757, 4933.61, 3788, 1505, 22.27
MRO-TEK, BE, 08-Jan-2018, 46.30, 46.05, 46.15, 45.75, 45.75, 45.75, 46.00, 9196, 4.23, 23, -, -
MRPL, EQ, 08-Jan-2018, 128.55, 128.60, 135.80, 128.50, 133.65, 133.65, 132.73, 3131974, 4157.09, 17691, 919442, 29.36
MSPL, BE, 08-Jan-2018, 22.70, 23.10, 23.80, 22.50, 23.80, 23.80, 23.60, 49697, 11.73, 174, -, -
MTEDUCARE, BE, 08-Jan-2018, 63.25, 63.00, 63.90, 62.80, 63.45, 63.30, 63.27, 101393, 64.15, 213, -, -
MTNL, EQ, 08-Jan-2018, 28.95, 29.40, 30.40, 29.35, 29.55, 29.55, 29.77, 4782108, 1423.82, 8655, 1921619, 40.18
MUKANDENGG, EQ, 08-Jan-2018, 57.50, 56.50, 62.40, 56.45, 61.75, 61.85, 60.45, 256643, 155.14, 1445, 124320, 48.44
MUKANDLTD, EQ, 08-Jan-2018, 89.40, 89.95, 93.95, 89.95, 92.50, 92.30, 92.47, 1000379, 925.09, 6042, 496035, 49.58
MUKANDLTD, P1, 08-Jan-2018, 7.85, 9.05, 9.05, 7.60, 9.05, 9.05, 8.06, 235, 0.02, 8, 221, 94.04
MUKTAARTS, EQ, 08-Jan-2018, 103.65, 103.70, 104.70, 101.40, 102.00, 102.35, 103.39, 100108, 103.50, 1004, 46959, 46.91
MUNJALAU, EQ, 08-Jan-2018, 94.60, 95.40, 95.60, 92.20, 92.30, 92.35, 93.23, 224367, 209.18, 2015, 142712, 63.61
MUNJALSHOW, EQ, 08-Jan-2018, 291.95, 293.85, 309.85, 290.60, 303.40, 302.65, 303.23, 354459, 1074.81, 6631, 172993, 48.80
MURUDCERA, EQ, 08-Jan-2018, 52.00, 52.50, 57.00, 51.50, 55.30, 54.70, 54.98, 539064, 296.37, 2435, 276120, 51.22
MUTHOOTCAP, EQ, 08-Jan-2018, 647.30, 654.95, 654.95, 645.00, 650.05, 651.40, 651.30, 8509, 55.42, 254, 6912, 81.23
MUTHOOTFIN, EQ, 08-Jan-2018, 471.65, 471.65, 478.30, 465.55, 471.00, 470.35, 470.54, 980342, 4612.95, 25051, 334825, 34.15
MUTHOOTFIN, NG, 08-Jan-2018, 1036.00, 1010.00, 1037.00, 1010.00, 1037.00, 1037.00, 1025.05, 246, 2.52, 6, 130, 52.85
N100, EQ, 08-Jan-2018, 477.23, 480.00, 486.00, 477.00, 480.00, 480.00, 480.94, 1627, 7.82, 96, 1500, 92.19
NACLIND, EQ, 08-Jan-2018, 63.60, 67.30, 69.35, 65.00, 67.25, 67.25, 66.94, 913776, 611.71, 6804, 435579, 47.67
NAGAFERT, EQ, 08-Jan-2018, 25.40, 25.90, 26.80, 25.65, 26.00, 25.95, 26.05, 1887268, 491.59, 4409, 1037561, 54.98
NAGAROIL, EQ, 08-Jan-2018, 4.60, 4.80, 5.30, 4.65, 5.20, 5.15, 5.07, 3211597, 162.93, 2375, 2109464, 65.68
NAGREEKCAP, EQ, 08-Jan-2018, 58.35, 60.00, 60.00, 55.45, 57.45, 56.80, 56.67, 27269, 15.45, 282, 21289, 78.07
NAGREEKEXP, BE, 08-Jan-2018, 45.30, 47.00, 47.00, 45.00, 45.55, 45.90, 46.03, 13341, 6.14, 91, -, -
NAHARCAP, EQ, 08-Jan-2018, 195.85, 199.95, 200.80, 193.40, 194.85, 195.25, 196.35, 10103, 19.84, 439, 6456, 63.90
NAHARINDUS, EQ, 08-Jan-2018, 110.05, 111.00, 112.00, 110.10, 111.30, 111.50, 111.18, 55624, 61.84, 441, 42754, 76.86
NAHARPOLY, EQ, 08-Jan-2018, 70.75, 71.95, 72.00, 69.50, 71.00, 71.35, 71.18, 59771, 42.55, 593, 42348, 70.85
NAHARSPING, EQ, 08-Jan-2018, 126.95, 128.50, 135.00, 124.30, 132.30, 133.60, 131.20, 221605, 290.75, 2099, 104302, 47.07
