SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
BANKBARODA, EQ, 08-Jan-2018, 161.80, 162.10, 164.05, 160.80, 161.70, 161.65, 162.12, 6316362, 10240.13, 42880, 2168744, 34.34
BANKBEES, EQ, 08-Jan-2018, 2607.28, 2605.80, 2617.50, 2605.80, 2612.86, 2611.15, 2611.58, 1058, 27.63, 176, 894, 84.50
BANKINDIA, EQ, 08-Jan-2018, 172.25, 172.50, 174.25, 169.90, 170.80, 170.40, 171.54, 1859110, 3189.05, 14569, 302219, 16.26
BANSAL, SM, 08-Jan-2018, 117.75, 108.70, 115.95, 108.70, 114.75, 114.75, 113.89, 40000, 45.55, 10, 20000, 50.00
BANSWRAS, EQ, 08-Jan-2018, 146.30, 146.00, 148.00, 144.15, 144.20, 144.80, 146.09, 16227, 23.71, 304, 14569, 89.78
BARTRONICS, BE, 08-Jan-2018, 16.80, 17.10, 17.55, 16.60, 17.00, 16.80, 16.92, 144894, 24.52, 393, -, -
BASF, EQ, 08-Jan-2018, 2132.15, 2149.95, 2429.90, 2133.00, 2332.00, 2350.35, 2349.42, 124009, 2913.49, 10749, 38289, 30.88
BASML, EQ, 08-Jan-2018, 346.25, 348.00, 359.75, 338.00, 344.00, 345.95, 347.50, 5067, 17.61, 223, 2807, 55.40
BATAINDIA, EQ, 08-Jan-2018, 764.80, 764.00, 768.00, 758.50, 761.50, 761.55, 762.07, 461682, 3518.33, 17072, 155284, 33.63
BAYERCROP, EQ, 08-Jan-2018, 4624.40, 4555.05, 4720.00, 4555.05, 4710.00, 4693.80, 4661.57, 4963, 231.35, 1486, 3559, 71.71
BBL, EQ, 08-Jan-2018, 1434.95, 1476.00, 1486.90, 1443.00, 1450.00, 1449.50, 1464.91, 54089, 792.36, 3088, 29633, 54.79
BBTC, EQ, 08-Jan-2018, 1610.40, 1625.95, 1724.00, 1594.00, 1710.30, 1701.45, 1684.74, 579502, 9763.13, 24372, 136901, 23.62
BEARDSELL, EQ, 08-Jan-2018, 71.45, 72.00, 73.00, 69.35, 70.50, 70.30, 71.24, 6358, 4.53, 73, 5192, 81.66
BEDMUTHA, EQ, 08-Jan-2018, 29.45, 29.60, 31.00, 29.10, 29.30, 29.45, 30.12, 37900, 11.41, 120, 31862, 84.07
BEL, EQ, 08-Jan-2018, 182.30, 183.55, 185.20, 182.70, 184.40, 184.05, 184.14, 4068580, 7492.01, 35485, 2549254, 62.66
BEML, EQ, 08-Jan-2018, 1550.00, 1550.00, 1584.70, 1550.00, 1566.00, 1572.45, 1569.64, 517799, 8127.60, 17006, 82314, 15.90
BEPL, EQ, 08-Jan-2018, 202.55, 206.30, 207.80, 200.00, 201.75, 201.95, 203.21, 838135, 1703.16, 7394, 467862, 55.82
BERGEPAINT, EQ, 08-Jan-2018, 266.35, 265.25, 267.55, 262.75, 264.15, 263.55, 265.10, 1024907, 2717.03, 14616, 349516, 34.10
BETA, SM, 08-Jan-2018, 195.00, 195.00, 195.00, 190.00, 191.95, 190.95, 191.63, 8000, 15.33, 5, 6400, 80.00
BFINVEST, EQ, 08-Jan-2018, 395.75, 397.75, 413.35, 394.10, 407.00, 407.40, 406.38, 991686, 4029.99, 13886, 179107, 18.06
BFUTILITIE, EQ, 08-Jan-2018, 521.25, 524.00, 564.20, 522.20, 558.00, 555.75, 548.55, 2924396, 16041.81, 38287, 712906, 24.38
BGLOBAL, BE, 08-Jan-2018, 6.85, 7.10, 7.10, 6.65, 6.70, 6.70, 6.81, 34332, 2.34, 69, -, -
BGRENERGY, EQ, 08-Jan-2018, 140.40, 141.25, 143.80, 140.25, 141.45, 141.60, 141.83, 139940, 198.48, 1541, 58758, 41.99
BHAGERIA, EQ, 08-Jan-2018, 311.75, 315.80, 318.20, 304.15, 315.10, 314.20, 313.06, 86167, 269.75, 2350, 40539, 47.05
BHAGYANGR, EQ, 08-Jan-2018, 50.60, 50.60, 51.70, 50.50, 50.60, 50.75, 50.96, 65534, 33.40, 514, 48192, 73.54
BHAGYAPROP, EQ, 08-Jan-2018, 26.00, 26.90, 26.90, 25.55, 26.00, 25.75, 26.24, 14587, 3.83, 72, 10630, 72.87
BHANDARI, BE, 08-Jan-2018, 4.00, 4.05, 4.20, 3.90, 4.20, 4.20, 4.13, 443332, 18.30, 296, -, -
BHARATFIN, EQ, 08-Jan-2018, 1034.90, 1043.00, 1053.90, 1039.10, 1047.15, 1050.60, 1048.62, 960765, 10074.75, 37555, 529502, 55.11
BHARATFORG, EQ, 08-Jan-2018, 738.85, 740.90, 751.00, 735.50, 740.20, 742.40, 744.94, 1218813, 9079.39, 22212, 516416, 42.37
BHARATGEAR, EQ, 08-Jan-2018, 208.00, 208.05, 211.35, 205.30, 206.95, 207.20, 208.50, 31559, 65.80, 747, 18975, 60.13
BHARATIDIL, BZ, 08-Jan-2018, 7.40, 7.75, 7.75, 7.15, 7.50, 7.55, 7.64, 91327, 6.97, 157, -, -
BHARATIWIN, EQ, 08-Jan-2018, 38.00, 38.00, 38.28, 37.53, 38.21, 38.22, 38.21, 3983819, 1522.05, 3902, 3510294, 88.11
BHARATRAS, EQ, 08-Jan-2018, 4128.90, 4150.00, 4245.00, 4106.20, 4106.20, 4171.30, 4184.17, 868, 36.32, 188, 725, 83.53
BHARATWIRE, EQ, 08-Jan-2018, 137.45, 137.45, 157.10, 137.45, 155.60, 155.55, 152.46, 935814, 1426.76, 8657, 370592, 39.60
BHARTIARTL, EQ, 08-Jan-2018, 540.00, 534.15, 534.15, 514.20, 516.00, 516.35, 519.80, 11074508, 57565.12, 100112, 4973124, 44.91
BHEL, EQ, 08-Jan-2018, 102.35, 103.15, 103.35, 101.50, 101.95, 101.95, 102.36, 5822499, 5960.06, 26248, 1963127, 33.72
BHUSANSTL, EQ, 08-Jan-2018, 68.95, 69.30, 70.80, 68.90, 69.90, 70.10, 69.77, 1918144, 1338.22, 8816, 759209, 39.58
BIGBLOC, EQ, 08-Jan-2018, 149.75, 151.25, 154.10, 147.85, 152.70, 152.00, 150.99, 147674, 222.98, 2103, 33493, 22.68
BIL, EQ, 08-Jan-2018, 513.30, 522.00, 543.00, 515.70, 540.00, 534.15, 528.48, 30623, 161.84, 577, 12724, 41.55
BILENERGY, BE, 08-Jan-2018, 1.80, 1.85, 1.85, 1.85, 1.85, 1.85, 1.85, 3780, 0.07, 9, -, -
BINANIIND, BE, 08-Jan-2018, 140.80, 141.00, 143.90, 138.00, 138.60, 138.55, 139.98, 69231, 96.91, 648, -, -
BINDALAGRO, EQ, 08-Jan-2018, 41.35, 41.40, 42.10, 41.20, 41.20, 41.30, 41.58, 272322, 113.24, 1664, 179939, 66.08
BIOCON, EQ, 08-Jan-2018, 540.95, 544.20, 564.00, 542.25, 554.55, 555.35, 556.70, 2156482, 12005.17, 31919, 327363, 15.18
BIOFILCHEM, BE, 08-Jan-2018, 17.00, 17.85, 17.85, 16.70, 17.85, 17.75, 17.55, 11455, 2.01, 48, -, -
BIRLACABLE, BE, 08-Jan-2018, 65.00, 64.15, 65.20, 64.00, 64.15, 64.30, 64.45, 21058, 13.57, 89, -, -
BIRLACORPN, EQ, 08-Jan-2018, 1244.25, 1261.00, 1265.95, 1227.00, 1241.00, 1238.85, 1243.08, 43019, 534.76, 2682, 26134, 60.75
BIRLAMONEY, EQ, 08-Jan-2018, 97.85, 98.00, 100.95, 97.20, 97.90, 98.20, 98.96, 317660, 314.37, 2725, 168147, 52.93
BKMINDST, EQ, 08-Jan-2018, 36.60, 36.70, 38.40, 36.70, 38.40, 38.10, 38.04, 196470, 74.74, 213, 190418, 96.92
BLBLIMITED, BE, 08-Jan-2018, 7.95, 8.05, 8.30, 7.85, 8.00, 8.30, 8.18, 14900, 1.22, 45, -, -
BLISSGVS, EQ, 08-Jan-2018, 210.95, 212.00, 212.25, 208.35, 208.50, 209.10, 210.17, 305724, 642.55, 4568, 93880, 30.71
BLKASHYAP, EQ, 08-Jan-2018, 63.40, 63.95, 64.20, 62.80, 62.90, 63.10, 63.42, 323910, 205.42, 1714, 203456, 62.81
BLS, EQ, 08-Jan-2018, 263.00, 263.15, 266.65, 261.35, 266.65, 265.55, 263.33, 290603, 765.24, 2471, 228181, 78.52
BLUEBLENDS, EQ, 08-Jan-2018, 36.65, 38.40, 38.40, 36.25, 38.35, 38.15, 37.64, 29196, 10.99, 197, 15586, 53.38
BLUEDART, EQ, 08-Jan-2018, 4728.00, 4740.00, 4795.00, 4653.50, 4660.05, 4677.10, 4718.71, 27761, 1309.96, 1477, 24136, 86.94
BLUEDART, N2, 08-Jan-2018, 10.08, 10.05, 10.05, 10.05, 10.05, 10.05, 10.05, 62, 0.01, 2, 62, 100.00
BLUESTARCO, EQ, 08-Jan-2018, 819.75, 818.00, 822.00, 809.00, 812.50, 816.50, 815.20, 17671, 144.05, 1529, 11789, 66.71
BODALCHEM, EQ, 08-Jan-2018, 163.70, 165.15, 166.45, 163.00, 164.30, 164.30, 164.63, 258492, 425.56, 2778, 162173, 62.74
BOHRA, SM, 08-Jan-2018, 42.90, 40.05, 42.00, 40.05, 42.00, 42.00, 41.35, 6000, 2.48, 3, 4000, 66.67
BOMDYEING, EQ, 08-Jan-2018, 277.90, 279.00, 304.90, 278.10, 295.00, 295.50, 295.72, 13020834, 38504.75, 83640, 3094411, 23.77
BOSCHLTD, EQ, 08-Jan-2018, 19693.15, 19700.00, 20143.20, 19650.05, 19949.00, 19998.35, 19934.84, 19162, 3819.91, 7255, 6808, 35.53
BPCL, EQ, 08-Jan-2018, 487.70, 490.00, 501.50, 490.00, 496.95, 497.20, 496.20, 4990626, 24763.66, 113503, 2880953, 57.73
BPL, EQ, 08-Jan-2018, 110.20, 112.20, 117.25, 110.95, 113.20, 114.00, 114.35, 2059811, 2355.45, 14426, 406405, 19.73
BRFL, EQ, 08-Jan-2018, 95.95, 91.20, 100.70, 91.20, 100.70, 100.70, 94.95, 11497211, 10916.03, 32759, 2905872, 25.27
BRIGADE, EQ, 08-Jan-2018, 308.25, 316.10, 318.00, 312.00, 314.00, 313.50, 314.48, 113510, 356.96, 2428, 45182, 39.80
BRITANNIA, EQ, 08-Jan-2018, 4644.10, 4660.00, 4711.00, 4627.65, 4690.05, 4693.75, 4660.54, 88415, 4120.61, 14180, 56082, 63.43
BRNL, EQ, 08-Jan-2018, 186.50, 186.60, 189.25, 183.00, 184.55, 184.95, 186.59, 20073, 37.45, 611, 13968, 69.59
BROOKS, EQ, 08-Jan-2018, 109.25, 110.35, 114.75, 110.20, 112.85, 112.45, 112.84, 118148, 133.32, 1949, 62356, 52.78
BSE, EQ, 08-Jan-2018, 945.95, 963.70, 963.70, 948.55, 953.55, 954.15, 955.28, 489255, 4673.77, 13598, 365914, 74.79
BSELINFRA, BE, 08-Jan-2018, 6.50, 6.60, 6.70, 6.30, 6.65, 6.55, 6.53, 229389, 14.97, 381, -, -
BSL, EQ, 08-Jan-2018, 116.30, 115.40, 120.00, 115.35, 117.20, 117.70, 118.10, 69346, 81.90, 989, 38002, 54.80
BSLGOLDETF, EQ, 08-Jan-2018, 2796.05, 2810.00, 2820.05, 2807.95, 2820.05, 2811.30, 2811.27, 158, 4.44, 16, 157, 99.37
BSLIMITED, EQ, 08-Jan-2018, 1.70, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 185849, 3.25, 60, 185849, 100.00
BSLNIFTY, EQ, 08-Jan-2018, 106.19, 106.91, 109.85, 106.30, 107.75, 107.75, 107.01, 181, 0.19, 9, 144, 79.56
BURNPUR, BE, 08-Jan-2018, 15.50, 15.70, 15.70, 14.75, 14.80, 14.90, 14.97, 787783, 117.93, 1100, -, -
BUTTERFLY, BE, 08-Jan-2018, 556.60, 570.00, 570.00, 545.50, 563.00, 557.45, 559.91, 15860, 88.80, 350, -, -
BVCL, BE, 08-Jan-2018, 32.00, 32.50, 32.90, 31.65, 32.00, 32.15, 32.27, 12950, 4.18, 63, -, -
BYKE, EQ, 08-Jan-2018, 179.20, 181.35, 184.90, 179.00, 179.85, 179.95, 180.99, 131427, 237.87, 1637, 67189, 51.12
CADILAHC, EQ, 08-Jan-2018, 440.20, 444.00, 456.75, 440.25, 451.85, 452.00, 451.57, 1665935, 7522.88, 34868, 579535, 34.79
CADSYS, SM, 08-Jan-2018, 118.00, 116.50, 116.50, 113.30, 114.10, 114.10, 114.63, 6000, 6.88, 3, 6000, 100.00
CALSOFT, BE, 08-Jan-2018, 95.65, 90.90, 95.65, 90.90, 92.00, 91.75, 91.44, 24641, 22.53, 244, -, -
CAMLINFINE, EQ, 08-Jan-2018, 142.35, 143.45, 144.20, 134.55, 135.35, 135.20, 137.97, 1440975, 1988.13, 12952, 951867, 66.06
CANBK, EQ, 08-Jan-2018, 364.85, 365.00, 369.45, 363.10, 364.50, 364.75, 365.90, 1215250, 4446.65, 14302, 189564, 15.60
CANDC, BE, 08-Jan-2018, 84.20, 87.00, 88.40, 85.40, 88.20, 87.30, 87.78, 155600, 136.58, 502, -, -
CANFINHOME, EQ, 08-Jan-2018, 470.25, 471.00, 481.90, 469.90, 480.00, 479.40, 473.87, 1217920, 5771.41, 10935, 616697, 50.64
CANTABIL, EQ, 08-Jan-2018, 117.15, 121.00, 121.00, 116.85, 117.75, 117.95, 118.62, 37255, 44.19, 453, 25310, 67.94
CAPACITE, EQ, 08-Jan-2018, 404.90, 400.50, 409.00, 400.00, 401.25, 401.50, 404.51, 262321, 1061.12, 6634, 143237, 54.60
CAPF, EQ, 08-Jan-2018, 727.00, 775.00, 778.25, 743.05, 771.15, 771.55, 760.86, 2692789, 20488.42, 43458, 700199, 26.00
CAPLIPOINT, EQ, 08-Jan-2018, 670.05, 674.70, 680.00, 665.00, 666.35, 670.00, 672.35, 41787, 280.96, 1774, 24262, 58.06
CAPTRUST, EQ, 08-Jan-2018, 518.40, 519.00, 540.00, 519.00, 530.00, 529.35, 524.72, 3495, 18.34, 80, 2650, 75.82
CARBORUNIV, EQ, 08-Jan-2018, 418.35, 424.00, 424.00, 409.00, 415.00, 415.40, 416.20, 368586, 1534.04, 4041, 310252, 84.17
CAREERP, EQ, 08-Jan-2018, 139.35, 140.70, 144.90, 140.00, 141.05, 140.95, 142.17, 221851, 315.41, 2785, 99205, 44.72
CARERATING, EQ, 08-Jan-2018, 1328.35, 1330.00, 1389.80, 1330.00, 1381.00, 1349.45, 1344.41, 441007, 5928.95, 9695, 364397, 82.63
CASTEXTECH, BE, 08-Jan-2018, 7.05, 7.20, 7.30, 6.75, 7.00, 7.00, 7.03, 850359, 59.77, 895, -, -
CASTROLIND, EQ, 08-Jan-2018, 195.00, 195.85, 195.85, 191.50, 192.85, 192.85, 193.73, 1778089, 3444.77, 13513, 835986, 47.02
CCCL, BE, 08-Jan-2018, 9.05, 9.10, 9.40, 8.75, 9.10, 9.10, 9.06, 286735, 25.97, 170, -, -
CCHHL, BE, 08-Jan-2018, 19.05, 18.70, 19.00, 18.10, 18.10, 18.10, 18.20, 371325, 67.56, 911, -, -
CCL, EQ, 08-Jan-2018, 302.00, 310.00, 311.05, 300.55, 301.95, 301.30, 304.53, 252993, 770.45, 4533, 194580, 76.91
CDSL, EQ, 08-Jan-2018, 355.30, 357.85, 358.50, 352.20, 353.90, 353.80, 354.97, 521109, 1849.81, 8777, 258819, 49.67
CEATLTD, EQ, 08-Jan-2018, 1977.50, 1985.00, 1987.80, 1948.15, 1956.90, 1958.10, 1961.66, 332955, 6531.45, 9806, 68071, 20.44
CEBBCO, BE, 08-Jan-2018, 20.05, 20.25, 20.55, 19.60, 20.45, 20.30, 20.23, 191671, 38.77, 303, -, -
CELEBRITY, EQ, 08-Jan-2018, 17.30, 17.65, 17.70, 16.70, 16.75, 16.80, 17.13, 116347, 19.93, 400, 89672, 77.07
CELESTIAL, EQ, 08-Jan-2018, 21.30, 21.90, 22.20, 21.35, 21.65, 21.70, 21.88, 242439, 53.04, 515, 180961, 74.64
CENTENKA, EQ, 08-Jan-2018, 357.25, 360.70, 368.50, 358.70, 360.25, 361.60, 363.28, 107631, 391.00, 2207, 66116, 61.43
CENTEXT, EQ, 08-Jan-2018, 6.10, 6.15, 6.25, 6.05, 6.20, 6.20, 6.19, 219630, 13.60, 171, 185351, 84.39
CENTRALBK, EQ, 08-Jan-2018, 76.05, 76.00, 76.75, 75.30, 75.70, 75.45, 75.78, 1113674, 843.98, 2271, 825652, 74.14
CENTUM, EQ, 08-Jan-2018, 772.05, 782.00, 784.60, 752.00, 758.50, 758.25, 766.90, 18731, 143.65, 1088, 10670, 56.96
CENTURYPLY, EQ, 08-Jan-2018, 344.30, 347.90, 349.95, 344.00, 346.60, 348.55, 348.33, 272649, 949.71, 3080, 229274, 84.09
CENTURYTEX, EQ, 08-Jan-2018, 1435.00, 1435.00, 1445.45, 1430.50, 1433.55, 1435.95, 1436.80, 278811, 4005.94, 7535, 85468, 30.65
CERA, EQ, 08-Jan-2018, 3793.60, 3800.00, 3809.95, 3700.00, 3707.95, 3719.40, 3778.79, 11049, 417.52, 1364, 9190, 83.17
CEREBRAINT, EQ, 08-Jan-2018, 42.85, 42.80, 44.10, 42.30, 42.75, 42.90, 42.92, 680970, 292.24, 1572, 452206, 66.41
CESC, EQ, 08-Jan-2018, 1087.25, 1100.00, 1135.10, 1080.00, 1129.90, 1130.25, 1113.53, 753478, 8390.22, 21089, 234154, 31.08
CGCL, EQ, 08-Jan-2018, 123.30, 123.30, 126.70, 122.10, 125.10, 124.85, 123.64, 140607, 173.85, 1123, 73282, 52.12
CGPOWER, EQ, 08-Jan-2018, 92.95, 93.20, 97.00, 92.90, 96.30, 96.35, 95.60, 8559470, 8183.21, 35571, 3491080, 40.79
CHAMBLFERT, EQ, 08-Jan-2018, 159.15, 159.00, 160.20, 156.00, 156.90, 156.75, 157.72, 404128, 637.38, 5303, 219427, 54.30
CHENNPETRO, EQ, 08-Jan-2018, 422.85, 424.75, 431.50, 423.60, 426.25, 425.85, 427.44, 318959, 1363.37, 6195, 101599, 31.85
CHOLAFIN, EQ, 08-Jan-2018, 1308.10, 1315.60, 1353.80, 1306.30, 1353.80, 1321.90, 1319.53, 381883, 5039.05, 12010, 300345, 78.65
CHROMATIC, BE, 08-Jan-2018, 3.15, 3.20, 3.20, 3.00, 3.00, 3.00, 3.01, 350865, 10.57, 204, -, -
CIGNITITEC, BE, 08-Jan-2018, 283.10, 292.00, 292.00, 277.00, 278.00, 277.95, 281.04, 45255, 127.19, 134, -, -
CIMMCO, BE, 08-Jan-2018, 127.65, 127.65, 132.00, 127.65, 131.75, 131.00, 130.12, 26572, 34.58, 200, -, -
CINELINE, EQ, 08-Jan-2018, 110.25, 113.00, 113.30, 110.20, 111.70, 111.10, 111.86, 143821, 160.87, 3190, 93404, 64.94
CINEVISTA, BE, 08-Jan-2018, 15.55, 14.80, 14.80, 14.80, 14.80, 14.80, 14.80, 47966, 7.10, 68, -, -
CIPLA, EQ, 08-Jan-2018, 615.15, 618.50, 627.50, 612.20, 614.15, 615.05, 618.73, 1061612, 6568.56, 29645, 425538, 40.08
CKPPRODUCT, SM, 08-Jan-2018, 81.75, 84.00, 84.00, 84.00, 84.00, 84.00, 84.00, 6000, 5.04, 2, 6000, 100.00
CLEDUCATE, EQ, 08-Jan-2018, 288.30, 288.80, 292.00, 288.00, 290.05, 291.00, 289.92, 3738, 10.84, 210, 3292, 88.07
CLNINDIA, EQ, 08-Jan-2018, 608.30, 610.45, 615.50, 599.00, 602.30, 603.90, 607.30, 35312, 214.45, 1265, 24855, 70.39
CMICABLES, EQ, 08-Jan-2018, 293.05, 297.70, 297.70, 288.10, 290.00, 290.30, 290.80, 49517, 144.00, 871, 34140, 68.95
CMMIPL, SM, 08-Jan-2018, 94.20, 95.95, 96.10, 92.55, 94.90, 94.90, 94.39, 78000, 73.63, 26, 60000, 76.92
CNOVAPETRO, EQ, 08-Jan-2018, 42.70, 44.00, 44.00, 41.60, 41.60, 41.65, 42.41, 14016, 5.94, 140, 10922, 77.93
COALINDIA, EQ, 08-Jan-2018, 278.75, 279.00, 290.60, 279.00, 287.55, 287.45, 284.97, 4891781, 13940.17, 57441, 2619063, 53.54
COCHINSHIP, EQ, 08-Jan-2018, 544.55, 548.25, 549.00, 536.10, 538.00, 539.20, 541.87, 222070, 1203.32, 7247, 174895, 78.76
COFFEEDAY, EQ, 08-Jan-2018, 271.20, 279.10, 279.10, 270.10, 272.10, 271.70, 273.90, 109421, 299.71, 1498, 84940, 77.63
COLPAL, EQ, 08-Jan-2018, 1100.70, 1110.00, 1121.00, 1106.55, 1119.00, 1117.70, 1116.72, 284048, 3172.03, 14593, 165927, 58.42
COMPINFO, EQ, 08-Jan-2018, 63.25, 65.00, 65.00, 60.10, 60.10, 60.10, 61.12, 577152, 352.78, 1596, 467660, 81.03
COMPUSOFT, BE, 08-Jan-2018, 17.50, 17.95, 17.95, 16.80, 17.00, 17.00, 17.27, 122412, 21.14, 450, -, -
CONCOR, EQ, 08-Jan-2018, 1379.30, 1375.00, 1390.50, 1373.55, 1377.60, 1379.95, 1377.52, 260286, 3585.48, 13115, 184806, 71.00
CONSOFINVT, EQ, 08-Jan-2018, 81.45, 84.85, 84.85, 80.65, 81.10, 81.05, 81.39, 16439, 13.38, 185, 11822, 71.91
CONTROLPR, EQ, 08-Jan-2018, 508.30, 495.55, 515.00, 482.00, 500.00, 493.60, 494.48, 48380, 239.23, 2678, 28318, 58.53
CORALFINAC, EQ, 08-Jan-2018, 48.65, 49.00, 53.90, 44.00, 44.20, 44.30, 46.57, 3142882, 1463.73, 6944, 1253818, 39.89
CORDSCABLE, BE, 08-Jan-2018, 125.45, 129.00, 129.00, 123.25, 125.00, 124.40, 125.54, 9315, 11.69, 120, -, -
COROMANDEL, EQ, 08-Jan-2018, 569.85, 572.20, 583.40, 572.20, 579.10, 577.90, 578.36, 139886, 809.05, 9923, 103010, 73.64
CORPBANK, EQ, 08-Jan-2018, 41.15, 41.45, 41.50, 40.65, 40.85, 40.85, 41.15, 246094, 101.27, 1035, 158531, 64.42
COSMOFILMS, EQ, 08-Jan-2018, 380.40, 384.90, 387.85, 373.75, 376.80, 375.90, 378.96, 66079, 250.41, 1516, 44837, 67.85
COUNCODOS, BE, 08-Jan-2018, 4.00, 4.00, 4.10, 3.85, 3.85, 3.85, 3.97, 48466, 1.92, 35, -, -
COX&KINGS, EQ, 08-Jan-2018, 272.60, 274.00, 278.90, 272.10, 272.90, 274.15, 275.55, 301115, 829.73, 4317, 248835, 82.64
CPSEETF, EQ, 08-Jan-2018, 30.55, 30.60, 30.86, 30.50, 30.73, 30.79, 30.75, 1546381, 475.51, 1963, 1427695, 92.32
CREATIVE, SM, 08-Jan-2018, 107.25, 110.00, 128.70, 110.00, 128.70, 128.70, 118.36, 41600, 49.24, 24, 30400, 73.08
CREST, EQ, 08-Jan-2018, 269.05, 273.00, 273.00, 260.40, 260.40, 262.05, 265.10, 39185, 103.88, 922, 25855, 65.98
CRISIL, EQ, 08-Jan-2018, 1919.25, 1920.00, 1951.00, 1915.95, 1922.35, 1923.35, 1934.59, 21919, 424.04, 1932, 16602, 75.74
CRMFGETF, EQ, 08-Jan-2018, 2759.50, 2740.00, 2745.00, 2740.00, 2745.00, 2745.00, 2743.08, 13, 0.36, 4, 13, 100.00
CROMPTON, EQ, 08-Jan-2018, 279.00, 278.00, 281.00, 273.05, 274.05, 273.95, 275.24, 251347, 691.81, 9863, 152543, 60.69
CTE, EQ, 08-Jan-2018, 86.95, 88.65, 88.65, 88.65, 88.65, 88.65, 88.65, 5964, 5.29, 27, 5964, 100.00
CUB, EQ, 08-Jan-2018, 176.00, 177.00, 177.00, 174.85, 175.50, 175.65, 175.57, 244565, 429.39, 5834, 166362, 68.02
CUBEXTUB, BE, 08-Jan-2018, 28.55, 29.80, 29.80, 27.70, 29.45, 29.15, 28.83, 11239, 3.24, 73, -, -
CUMMINSIND, EQ, 08-Jan-2018, 957.20, 958.50, 963.45, 952.85, 957.50, 957.55, 958.35, 270149, 2588.98, 13690, 126870, 46.96
CUPID, EQ, 08-Jan-2018, 337.90, 341.30, 368.00, 338.00, 355.60, 355.60, 355.11, 413155, 1467.16, 8749, 199487, 48.28
CURATECH, BE, 08-Jan-2018, 6.45, 6.15, 6.15, 6.15, 6.15, 6.15, 6.15, 5530, 0.34, 5, -, -
CYBERMEDIA, BE, 08-Jan-2018, 12.25, 12.85, 12.85, 12.20, 12.85, 12.85, 12.74, 8826, 1.12, 31, -, -
CYBERTECH, EQ, 08-Jan-2018, 83.30, 86.25, 86.50, 83.10, 83.50, 84.20, 84.76, 114920, 97.41, 814, 50972, 44.35
CYIENT, EQ, 08-Jan-2018, 578.05, 581.60, 582.50, 574.00, 577.50, 580.30, 578.43, 141965, 821.18, 7862, 116287, 81.91
DAAWAT, EQ, 08-Jan-2018, 104.45, 105.45, 110.00, 105.45, 108.20, 109.05, 107.49, 6799426, 7308.46, 32296, 2941521, 43.26
DABUR, EQ, 08-Jan-2018, 358.20, 358.20, 362.25, 358.00, 360.10, 361.35, 360.33, 1129672, 4070.52, 18547, 378026, 33.46
DALMIABHA, EQ, 08-Jan-2018, 3103.55, 3117.05, 3143.95, 3090.00, 3104.00, 3106.65, 3120.66, 95931, 2993.68, 13335, 36822, 38.38
DALMIASUG, EQ, 08-Jan-2018, 142.45, 143.00, 145.00, 139.35, 140.00, 140.45, 141.98, 127627, 181.21, 1685, 61556, 48.23
DAMODARIND, EQ, 08-Jan-2018, 138.75, 138.75, 142.90, 138.05, 142.55, 142.70, 141.33, 19434, 27.47, 198, 13758, 70.79
DATAMATICS, EQ, 08-Jan-2018, 141.80, 142.90, 144.40, 141.10, 142.45, 142.55, 142.76, 229873, 328.17, 4146, 84006, 36.54
DBCORP, EQ, 08-Jan-2018, 360.55, 363.00, 366.95, 360.50, 366.00, 365.85, 364.16, 71905, 261.85, 5814, 54934, 76.40
DBL, EQ, 08-Jan-2018, 999.55, 1006.70, 1019.00, 1001.35, 1010.00, 1010.65, 1010.04, 210309, 2124.21, 12056, 118539, 56.36
DBREALTY, EQ, 08-Jan-2018, 74.75, 78.45, 78.45, 78.45, 78.45, 78.45, 78.45, 285036, 223.61, 599, 285027, 100.00
DBSTOCKBRO, EQ, 08-Jan-2018, 9.70, 9.70, 9.70, 9.55, 9.55, 9.55, 9.69, 55, 0.01, 2, 55, 100.00
DCAL, EQ, 08-Jan-2018, 340.40, 335.25, 352.70, 335.25, 340.00, 341.35, 343.25, 213361, 732.35, 3696, 125967, 59.04
DCBBANK, EQ, 08-Jan-2018, 196.75, 198.00, 198.00, 194.90, 195.95, 196.35, 196.19, 874182, 1715.10, 11126, 403067, 46.11
DCM, EQ, 08-Jan-2018, 111.80, 113.90, 113.90, 111.15, 112.90, 112.80, 112.69, 32226, 36.32, 336, 21065, 65.37
DCMSHRIRAM, EQ, 08-Jan-2018, 563.40, 563.50, 578.00, 563.50, 567.00, 567.95, 571.48, 96091, 549.14, 4815, 55336, 57.59
DCW, BE, 08-Jan-2018, 42.45, 42.05, 43.50, 42.00, 43.50, 43.05, 42.86, 363128, 155.64, 872, -, -
DECCANCE, EQ, 08-Jan-2018, 643.00, 650.00, 654.60, 629.00, 651.00, 647.60, 642.69, 37319, 239.85, 1357, 27823, 74.55
DEEPAKFERT, EQ, 08-Jan-2018, 431.45, 428.10, 433.00, 425.25, 427.50, 428.10, 428.69, 161547, 692.54, 4453, 78849, 48.81
DEEPAKNTR, EQ, 08-Jan-2018, 242.80, 245.00, 288.70, 245.00, 275.50, 275.30, 274.59, 3564877, 9788.80, 47919, 1198732, 33.63
